,firing rate,experiment,layer
1062,-1.3309932171924266,GT,L5
1061,-0.73282826600002,GT,L5
1060,0.24303804868629442,GT,L5
1059,-0.06718812252469013,GT,L5
1058,-1.933053208520389,GT,L5
1057,-2.477121244203488,GT,L5
1056,-1.778151227733422,GT,L5
1055,-1.823908750651557,GT,L5
1054,-1.4993976548804921,GT,L5
1053,-2.1760912485395068,GT,L5
1052,-2.477121244203488,GT,L5
1051,0.042050217874245996,GT,L5
1050,-1.2466723192563767,GT,L5
1049,-0.73282826600002,GT,L5
1048,0.02870680110392014,GT,L5
1047,-0.7653140251758312,GT,L5
1046,-1.3979400183792758,GT,L5
1045,-0.8805241800641137,GT,L5
1044,-inf,GT,L5
1043,-0.11633857296747058,GT,L5
1042,-0.638272156104069,GT,L5
1041,-0.9330532085203891,GT,L5
1040,0.2620553877625476,GT,L5
1039,-1.8750612528755255,GT,L5
1038,-1.3631779058974753,GT,L5
1037,-1.6642079015614564,GT,L5
826,0.28065422905775667,GT,L5
1063,0.2532572042359922,GT,L5
1064,-2.477121244203488,GT,L5
1065,-0.3127683875879517,GT,L5
1066,-2.3010300053712194,GT,L5
1094,-0.9208187636596135,GT,L5
1093,-0.7653140251758312,GT,L5
1092,0.16385681447225497,GT,L5
1091,-0.25181197114480186,GT,L5
1090,-0.3372421604400878,GT,L5
1089,-2.7781512398674693,GT,L5
1088,-1.3010299891924892,GT,L5
1087,-2.7781512398674693,GT,L5
1086,-inf,GT,L5
1085,-1.0222764001608298,GT,L5
1084,0.2679535417043747,GT,L5
1083,0.35282544060928783,GT,L5
1082,0.4797672145672072,GT,L5
1035,-0.12109540117566302,GT,L5
1081,0.09633056786879413,GT,L5
1079,-0.4538688044098069,GT,L5
1078,0.23720851062253667,GT,L5
1077,-2.7781512398674693,GT,L5
1076,0.287428477521497,GT,L5
1075,-2.1760912485395068,GT,L5
1074,0.04597458850052741,GT,L5
1073,-0.7367585558123393,GT,L5
1072,-0.3248329143471081,GT,L5
1071,-0.26894870945952365,GT,L5
1070,-0.8239087236870068,GT,L5
1069,0.3401134637190353,GT,L5
1068,-1.698970014043257,GT,L5
1067,-0.2544047792319168,GT,L5
1080,0.05817285868181001,GT,L5
825,-0.9456423235923954,GT,L5
833,-1.7367585822866254,GT,L5
823,-inf,GT,L5
198,0.256075998137724,NS,L5
197,0.021878088512724297,NS,L5
196,0.029383798974603626,NS,L5
195,0.06818584581633469,NS,L5
194,-0.26626787347494285,NS,L5
193,0.04532298438362352,NS,L5
192,0.4814426244015575,NS,L5
191,-0.11350928558532328,NS,L5
190,-0.01472326931738089,NS,L5
189,0.2745426900739177,NS,L5
188,0.013539385923494563,NS,L5
187,-0.35490538035415176,NS,L5
186,0.2889196173736298,NS,L5
199,0.06258197347035796,NS,L5
185,-0.3665315371964224,NS,L5
183,0.8205298334967442,NS,L5
182,0.22010807930743917,NS,L5
181,0.2620553877625476,NS,L5
180,-0.22305678334624998,NS,L5
179,-0.11350928558532328,NS,L5
178,-0.002904987863705916,NS,L5
176,-0.4145392812493045,NS,L5
175,0.49392253800182967,NS,L5
174,0.20048570800717128,NS,L5
173,0.2648178308878746,NS,L5
172,0.6176991109858433,NS,L5
171,0.0007232209299519724,NS,L5
170,0.20411998912741683,NS,L5
184,-0.057991946977686754,NS,L5
200,0.12439554240789802,NS,L5
201,0.37413707358231063,NS,L5
202,-0.21112487749002246,NS,L5
231,-0.46639738680242904,NS,L5
230,0.07126814466698128,NS,L5
229,0.10323340040016118,NS,L5
228,0.30642504800379766,NS,L5
227,-0.12784372447200584,NS,L5
226,0.36704516403183657,NS,L5
225,-0.513333419495769,NS,L5
224,0.08931624478108134,NS,L5
223,-0.26493363570521966,NS,L5
222,0.12439554240789802,NS,L5
221,0.1404032781681957,NS,L5
220,-0.016975447636135295,NS,L5
219,-0.2770920103771967,NS,L5
218,0.6356512714970135,NS,L5
217,-0.12109540117566302,NS,L5
216,-0.15078540502444457,NS,L5
215,-0.2279229177456518,NS,L5
214,0.12057394846316173,NS,L5
213,0.367355906805401,NS,L5
212,0.20185212987393494,NS,L5
211,0.1260231297783705,NS,L5
210,0.07126814466698128,NS,L5
209,-0.1446828116600368,NS,L5
208,0.3225638407877384,NS,L5
207,0.31875874605739274,NS,L5
206,0.02256580692782983,NS,L5
205,0.21836041467276945,NS,L5
204,-0.09240950964645475,NS,L5
203,0.24879037212570818,NS,L5
169,-0.011738391923970509,NS,L5
168,0.29703060806678083,NS,L5
167,0.03941413052341078,NS,L5
166,0.1356626045255334,NS,L5
132,-0.08618615140447382,NS,L5
131,-0.2867895699098709,NS,L5
130,0.3894614093921034,NS,L5
129,-0.08795517246827024,NS,L5
128,-0.17826816322064787,NS,L5
127,-0.335671474964517,NS,L5
126,0.04662521643206437,NS,L5
125,0.5367687975860063,NS,L5
824,-2.7781512398674693,GT,L5
21,-0.23037656318199748,M,L5
20,-0.09420411577335361,M,L5
19,0.4403842538312506,M,L5
18,0.287054864482636,M,L5
17,0.5711262659655063,M,L5
16,0.3280396462311021,M,L5
15,0.07432872173004754,M,L5
14,0.4906606573707619,M,L5
13,0.20996159073604537,M,L5
12,0.4869025457694567,M,L5
11,0.6478717820782431,M,L5
10,0.43801463427786,M,L5
9,0.9652801099774773,M,L5
8,1.2425828325007262,M,L5
7,0.9367650206063822,M,L5
6,0.5660444591129761,M,L5
5,0.3802112589689179,M,L5
4,0.7915737113358238,M,L5
3,0.1324731601025237,M,L5
2,-0.7062692294764165,M,L5
133,0.8211858826088455,NS,L5
232,-0.3889851681322514,NS,L5
134,0.1419720724224307,NS,L5
136,0.35442861803064973,NS,L5
165,0.07736792434662647,NS,L5
164,0.04007465393089438,NS,L5
163,0.4025479465411458,NS,L5
162,0.3106933285458246,NS,L5
161,0.27338713976385476,NS,L5
160,-0.3309932171924267,NS,L5
159,0.3204924820338195,NS,L5
158,-0.19382003572335105,NS,L5
157,-0.5039934022214944,NS,L5
156,0.04007465393089438,NS,L5
155,0.345046831509696,NS,L5
154,0.7674032672283948,NS,L5
153,-0.392544975507012,NS,L5
152,0.31666911532186204,NS,L5
151,-0.3294449301100802,NS,L5
150,0.484062465509434,NS,L5
149,0.45484484547603654,NS,L5
148,0.10151795087716457,NS,L5
147,0.1419720724224307,NS,L5
146,0.15126766314901677,NS,L5
145,-0.033858261664001306,NS,L5
144,-0.18820166396399501,NS,L5
143,-0.2182446116557795,NS,L5
142,0.06258197347035796,NS,L5
141,0.05690484588679502,NS,L5
140,0.09108047494429863,NS,L5
139,0.4124605538388664,NS,L5
138,0.3156205424623598,NS,L5
137,-0.18375871897808727,NS,L5
135,-0.20994952071968254,NS,L5
233,-0.11918641316888623,NS,L5
177,0.9108022176789138,NS,L5
235,-0.3388185471403017,NS,L5
789,-2.7781512398674693,GT,L5
788,-0.6320232128564078,GT,L5
787,-0.5301780033266275,GT,L5
786,-0.638272156104069,GT,L5
785,-0.2867895699098709,GT,L5
784,-1.933053208520389,GT,L5
783,0.04986381507116677,GT,L5
782,-2.1760912485395068,GT,L5
781,-1.698970014043257,GT,L5
780,-0.3112836201345566,GT,L5
779,-1.6642079015614564,GT,L5
778,-inf,GT,L5
777,-2.1760912485395068,GT,L5
790,-1.3979400183792758,GT,L5
776,-0.9520764561826874,GT,L5
774,0.201397133437522,GT,L5
773,0.14457420167161641,GT,L5
772,0.4073909158180052,GT,L5
770,0.64982147806624,GT,L5
769,-2.3010300053712194,GT,L5
768,-1.3631779058974753,GT,L5
767,-1.477121232069441,GT,L5
766,-1.0457574733033632,GT,L5
765,0.1419720724224307,GT,L5
764,-0.16430942699598503,GT,L5
763,-0.555434774895898,GT,L5
762,-0.3172534187338782,GT,L5
761,-0.8860566636229902,GT,L5
775,0.30139178253881743,GT,L5
760,-0.4477374920337992,GT,L5
791,-1.1983676592165111,GT,L5
793,-2.7781512398674693,GT,L5
803,-1.124938719350988,GT,L5
804,-0.09872334554000352,GT,L5
805,-inf,GT,L5
806,-0.41831577527826214,GT,L5
807,-2.7781512398674693,GT,L5
808,0.08872657183219333,GT,L5
809,-0.5633073903400094,GT,L5
234,0.37045138736124306,NS,L5
810,-1.2867895636471365,GT,L5
811,0.05690484588679502,GT,L5
812,-2.079181223397403,GT,L5
813,-1.933053208520389,GT,L5
814,-0.378477540865842,GT,L5
792,-0.9268929056750705,GT,L5
815,-1.933053208520389,GT,L5
817,0.21174331248727785,GT,L5
818,-1.3467874689673445,GT,L5
819,0.44247976607401174,GT,L5
820,-2.477121244203488,GT,L5
802,-2.7781512398674693,GT,L5
801,-inf,GT,L5
800,-1.062147910233494,GT,L5
799,-2.000000009707238,GT,L5
798,-0.9788107144893788,GT,L5
797,-inf,GT,L5
796,-1.259637312859026,GT,L5
795,-0.3854543025736555,GT,L5
794,-2.7781512398674693,GT,L5
816,-0.35654732586708243,GT,L5
759,-1.5740312572115442,GT,L5
771,-2.477121244203488,GT,L5
757,-1.8750612528755255,GT,L5
758,-1.0879551883168226,GT,L5
237,0.2679535417043747,NS,L5
238,-0.27029535875079413,NS,L5
239,-0.49711789072551943,NS,L5
240,0.34044412618739195,NS,L5
822,0.24715461097381058,GT,L5
741,-1.4164234064877126,GT,L5
236,-0.2867895699098709,NS,L5
743,-1.2867895636471365,GT,L5
744,-1.4993976548804921,GT,L5
745,-0.7367585558123393,GT,L5
746,-0.5228787280230257,GT,L5
742,-1.0791812331046409,GT,L5
747,0.13619190875370452,GT,L5
756,0.21879799060402458,GT,L5
755,0.2218487392619689,GT,L5
753,-1.0147232693173809,GT,L5
752,0.11892577172351738,GT,L5
754,0.30998485522202945,GT,L5
821,0.4763968101306524,GT,L5
750,-0.3172534187338782,GT,L5
749,-1.8750612528755255,GT,L5
748,-1.0538753920163881,GT,L5
751,-2.1760912485395068,GT,L5
1507,-0.9788107144893788,GT,L6
1508,-0.6137983832519329,GT,L6
1506,-1.933053208520389,GT,L6
1470,0.4857214183604918,GT,L6
1469,-2.079181223397403,GT,L6
1468,-1.6642079015614564,GT,L6
1467,-0.18375871897808727,GT,L6
1466,-1.8750612528755255,GT,L6
1465,-2.477121244203488,GT,L6
1464,0.17705528623994887,GT,L6
1454,-0.6847295723191741,GT,L6
1462,0.06195483389828258,GT,L6
1447,-2.1760912485395068,GT,L6
1448,-inf,GT,L6
1449,-1.1549019581367455,GT,L6
1450,-0.6812412477299746,GT,L6
1451,-0.23907516176569862,GT,L6
1452,-2.000000009707238,GT,L6
1453,-1.4993976548804921,GT,L6
1505,-1.0538753920163881,GT,L6
1455,-0.5477023320507778,GT,L6
1456,0.27145436368920817,GT,L6
1457,-1.698970014043257,GT,L6
1458,0.43695731401156834,GT,L6
1459,0.2508264474637364,GT,L6
1460,-0.971971265883582,GT,L6
1461,-2.477121244203488,GT,L6
1463,-0.42596873227228116,GT,L6
1504,-0.8386320102616996,GT,L6
1495,0.4821587076932513,GT,L6
1502,-1.6320232128564078,GT,L6
1483,-1.778151227733422,GT,L6
1482,-1.4559319538007267,GT,L6
1481,-inf,GT,L6
1480,-2.7781512398674693,GT,L6
1479,-0.5906305403049857,GT,L6
1478,-2.000000009707238,GT,L6
1484,-inf,GT,L6
1477,-2.3010300053712194,GT,L6
1475,-0.4903495343304317,GT,L6
1474,0.5060538229151166,GT,L6
1473,0.06132678740038406,GT,L6
1472,-1.698970014043257,GT,L6
1471,-2.1760912485395068,GT,L6
1446,-0.8239087236870068,GT,L6
1476,-1.1153934108237316,GT,L6
1503,-0.7653140251758312,GT,L6
1485,-2.1760912485395068,GT,L6
1487,0.3397825966519342,GT,L6
1501,-0.5686362185837008,GT,L6
1500,-0.7781512374406596,GT,L6
1499,0.504697359361124,GT,L6
1358,-inf,GT,L6
1498,-0.7026042789847723,GT,L6
1497,-0.36151074066504374,GT,L6
1486,-1.1346985909586629,GT,L6
1496,0.48048602914392957,GT,L6
1493,-2.7781512398674693,GT,L6
1492,0.5114377025841845,GT,L6
1491,0.10833946403103308,GT,L6
1490,-0.25963730109267685,GT,L6
1489,-0.5039934022214944,GT,L6
1488,-2.477121244203488,GT,L6
1494,-0.9030899869919435,GT,L6
1445,-1.062147910233494,GT,L6
1410,-2.477121244203488,GT,L6
1443,-2.7781512398674693,GT,L6
1375,-inf,GT,L6
1374,0.04792355540804468,GT,L6
1373,-0.8973376635525299,GT,L6
1372,-2.7781512398674693,GT,L6
1371,-1.4993976548804921,GT,L6
1370,-1.0969100227152946,GT,L6
1369,-inf,GT,L6
1368,-2.000000009707238,GT,L6
1376,-0.7062692294764165,GT,L6
1367,-2.477121244203488,GT,L6
1365,-0.6510464605187063,GT,L6
1364,-0.009513139963488518,GT,L6
1363,-1.5228787549875757,GT,L6
1362,-0.6320232128564078,GT,L6
1361,-inf,GT,L6
1360,-1.2099495207196826,GT,L6
1359,-2.7781512398674693,GT,L6
1509,-2.477121244203488,GT,L6
1366,-1.2099495207196826,GT,L6
1398,-0.6989699978645267,GT,L6
1377,-1.8750612528755255,GT,L6
1379,-2.477121244203488,GT,L6
1397,-1.3010299891924892,GT,L6
1396,-1.3631779058974753,GT,L6
1395,-2.1760912485395068,GT,L6
1394,-1.4164234064877126,GT,L6
1393,-inf,GT,L6
1392,-2.3010300053712194,GT,L6
1391,-2.079181223397403,GT,L6
1390,-1.4164234064877126,GT,L6
1378,-1.933053208520389,GT,L6
1389,-1.3157532649813621,GT,L6
1387,-1.8750612528755255,GT,L6
1386,-1.0072992251403976,GT,L6
1385,-2.477121244203488,GT,L6
1384,-1.8750612528755255,GT,L6
1383,-2.477121244203488,GT,L6
1382,-2.477121244203488,GT,L6
1381,-1.1060533935494568,GT,L6
1380,-1.2340832041843703,GT,L6
1388,-1.8750612528755255,GT,L6
1444,-1.933053208520389,GT,L6
1399,-2.1760912485395068,GT,L6
1401,-inf,GT,L6
1425,-2.1760912485395068,GT,L6
1426,-1.3010299891924892,GT,L6
1427,-1.3010299891924892,GT,L6
1428,-inf,GT,L6
1429,0.6694718432393204,GT,L6
1430,0.07978403099471615,GT,L6
1431,-2.477121244203488,GT,L6
1432,-2.079181223397403,GT,L6
1424,-2.477121244203488,GT,L6
1433,-0.9857595679831553,GT,L6
1435,-2.3010300053712194,GT,L6
1436,-1.3010299891924892,GT,L6
1437,-2.1760912485395068,GT,L6
1438,0.3515386424301611,GT,L6
1439,0.10720995994063012,GT,L6
1440,-2.3010300053712194,GT,L6
1441,-inf,GT,L6
1442,-2.7781512398674693,GT,L6
1434,-1.0538753920163881,GT,L6
1400,-1.778151227733422,GT,L6
1423,-1.823908750651557,GT,L6
1421,-1.2218487593235945,GT,L6
1402,-1.1346985909586629,GT,L6
1403,-2.000000009707238,GT,L6
1404,-2.477121244203488,GT,L6
1405,-2.7781512398674693,GT,L6
1406,-inf,GT,L6
1407,-0.7099654045673089,GT,L6
1408,0.09864372416695537,GT,L6
1409,-0.7447274776393821,GT,L6
1422,-2.000000009707238,GT,L6
1411,-2.7781512398674693,GT,L6
1413,-2.1760912485395068,GT,L6
1414,-1.8750612528755255,GT,L6
1415,-1.1983676592165111,GT,L6
1416,-0.45593196304571537,GT,L6
1417,-0.2570131598182664,GT,L6
1418,-1.5477023149203577,GT,L6
1419,-2.477121244203488,GT,L6
1420,-0.593459827687133,GT,L6
1412,-2.3010300053712194,GT,L6
1510,-1.4357285866226441,GT,L6
1600,-0.6049649791916684,GT,L6
1512,-inf,GT,L6
1612,-0.34839898038919376,GT,L6
1613,-1.8750612528755255,GT,L6
1614,-1.6020599848564703,GT,L6
1615,-0.5326385996307006,GT,L6
1616,-1.933053208520389,GT,L6
1617,-0.1717698765589504,GT,L6
1618,0.37718480735574256,GT,L6
1619,-2.477121244203488,GT,L6
1620,-2.079181223397403,GT,L6
1621,0.04792355540804468,GT,L6
1622,-2.477121244203488,GT,L6
1623,-2.7781512398674693,GT,L6
1624,0.43616265007500876,GT,L6
1625,-0.8750612407414784,GT,L6
1626,-2.7781512398674693,GT,L6
1611,0.1346020568319684,GT,L6
1610,-0.8143634151597503,GT,L6
1609,-1.6320232128564078,GT,L6
1608,-1.4164234064877126,GT,L6
1592,-1.1153934108237316,GT,L6
1593,-2.7781512398674693,GT,L6
1594,0.1271048091828241,GT,L6
1595,0.1668246669606793,GT,L6
1596,-1.933053208520389,GT,L6
1597,-2.1760912485395068,GT,L6
1598,-1.259637312859026,GT,L6
1627,-0.791379529994413,GT,L6
1599,-1.5740312572115442,GT,L6
1601,-1.477121232069441,GT,L6
1602,-0.9030899869919435,GT,L6
1603,-inf,GT,L6
1604,0.15634718400394437,GT,L6
1605,0.16633143117960428,GT,L6
1606,-0.41079534357824266,GT,L6
1607,-1.823908750651557,GT,L6
1357,-2.7781512398674693,GT,L6
1591,-1.3631779058974753,GT,L6
1628,-1.1346985909586629,GT,L6
1630,-2.7781512398674693,GT,L6
1651,-2.477121244203488,GT,L6
1652,-1.3309932171924266,GT,L6
1653,-1.6320232128564078,GT,L6
1654,-2.7781512398674693,GT,L6
1655,-2.7781512398674693,GT,L6
1656,-2.7781512398674693,GT,L6
1657,0.09633056786879413,GT,L6
1658,-1.0791812331046409,GT,L6
1659,-2.7781512398674693,GT,L6
1660,-1.1653673816679717,GT,L6
1661,-0.25570701128035767,GT,L6
1662,0.18705044032153553,GT,L6
1663,0.34635298004760473,GT,L6
1664,-1.1446828026300477,GT,L6
1665,0.33142729265896687,GT,L6
1650,0.17075051571135116,GT,L6
1649,-1.3979400183792758,GT,L6
1648,-1.1060533935494568,GT,L6
1647,-1.0377885514763205,GT,L6
1631,-0.9788107144893788,GT,L6
1632,0.2995799306539507,GT,L6
1633,-0.8916605359689669,GT,L6
1634,-1.1446828026300477,GT,L6
1635,-1.1983676592165111,GT,L6
1636,-1.5228787549875757,GT,L6
1637,-1.0705810697175953,GT,L6
1629,-0.9586073171950448,GT,L6
1638,-0.5204726606407538,GT,L6
1640,0.2588766430638829,GT,L6
1641,-0.41642342336986593,GT,L6
1642,-0.25963730109267685,GT,L6
1643,-1.8750612528755255,GT,L6
1644,-1.1549019581367455,GT,L6
1645,-2.7781512398674693,GT,L6
1646,-2.000000009707238,GT,L6
1639,-1.1549019581367455,GT,L6
1590,-1.2340832041843703,GT,L6
1589,-2.7781512398674693,GT,L6
1588,-2.000000009707238,GT,L6
1533,0.3783979200106077,GT,L6
1534,-1.823908750651557,GT,L6
1535,-2.7781512398674693,GT,L6
1536,0.2840545480278459,GT,L6
1537,-2.477121244203488,GT,L6
1538,0.27222850661543746,GT,L6
1539,-1.778151227733422,GT,L6
1540,-1.698970014043257,GT,L6
1541,-1.0072992251403976,GT,L6
1542,-0.6709412702196007,GT,L6
1543,-inf,GT,L6
1544,0.41357914830622866,GT,L6
1545,-inf,GT,L6
1546,-2.477121244203488,GT,L6
1547,-2.3010300053712194,GT,L6
1532,-inf,GT,L6
1531,-2.7781512398674693,GT,L6
1530,0.3629848295622638,GT,L6
1529,-1.3467874689673445,GT,L6
1513,-0.6542996148662354,GT,L6
1514,-0.971971265883582,GT,L6
1515,-1.8750612528755255,GT,L6
1516,-2.1760912485395068,GT,L6
1517,-0.3889851681322514,GT,L6
1518,-1.3979400183792758,GT,L6
1519,-0.3979400022005456,GT,L6
1548,-1.3631779058974753,GT,L6
1520,-1.2466723192563767,GT,L6
1522,-inf,GT,L6
1523,-2.7781512398674693,GT,L6
1524,0.5136614353912363,GT,L6
1525,0.3152704214180915,GT,L6
1526,-0.19608789506153823,GT,L6
1527,-inf,GT,L6
1528,-1.0147232693173809,GT,L6
1521,-0.32178522413338945,GT,L6
1549,0.3287192927996999,GT,L6
1550,-1.6320232128564078,GT,L6
1551,0.5252608230964683,GT,L6
1572,-2.477121244203488,GT,L6
1573,-2.7781512398674693,GT,L6
1574,-0.4727998722229316,GT,L6
1575,-2.477121244203488,GT,L6
1576,-1.5740312572115442,GT,L6
1577,-0.07058106210407529,GT,L6
1578,-0.36991127455561956,GT,L6
1571,-1.4357285866226441,GT,L6
1579,-2.3010300053712194,GT,L6
1581,-1.8750612528755255,GT,L6
1582,-0.6108339071829065,GT,L6
1583,-0.9520764561826874,GT,L6
1584,-0.25181197114480186,GT,L6
1585,0.16435286713171074,GT,L6
1586,-0.9089195250557014,GT,L6
1587,-0.47929815888462907,GT,L6
1580,-inf,GT,L6
1511,-1.823908750651557,GT,L6
1570,-0.4436974819754009,GT,L6
1568,-0.3010299956639812,GT,L6
1552,-1.4993976548804921,GT,L6
1553,-inf,GT,L6
1554,-0.323306395824811,GT,L6
1555,-0.36151074066504374,GT,L6
1556,-0.7825160385287818,GT,L6
1557,-1.5477023149203577,GT,L6
1558,-1.1983676592165111,GT,L6
1569,-2.079181223397403,GT,L6
1559,0.6848453753361641,GT,L6
1561,-0.07400074868662468,GT,L6
1562,-0.4925939531787986,GT,L6
1563,-0.49485003138733225,GT,L6
1564,-0.18820166396399501,GT,L6
1565,-1.933053208520389,GT,L6
1566,0.06006796310822462,GT,L6
1567,0.13407081020434583,GT,L6
1560,0.36548797239422515,GT,L6
1356,-1.1446828026300477,GT,L6
1246,-0.13272897353816276,GT,L6
1354,-1.1446828026300477,GT,L6
37,0.36046717568985837,M,L6
36,0.40823995560461135,M,L6
35,0.1038037144335081,M,L6
34,0.05817285868181001,M,L6
33,-0.14670749636981797,M,L6
32,-0.2479515540131964,M,L6
31,0.7294347806273678,M,L6
30,0.5308397761766059,M,L6
29,0.4538277628524163,M,L6
28,0.2283148061475014,M,L6
27,-0.07831353567681554,M,L6
26,0.3411046495948756,M,L6
25,0.06258197347035796,M,L6
24,0.5401208186824629,M,L6
23,0.7923916761377539,M,L6
38,-0.19608789506153823,M,L6
39,1.3228392868663663,M,L6
40,1.1635092295206604,M,L6
41,0.10094462528653683,M,L6
57,0.5666338793641474,M,L6
56,0.7130703226480848,M,L6
55,0.7703610134537808,M,L6
54,-0.4377071241962517,M,L6
53,-0.18155413640763662,M,L6
52,-0.3750307443506059,M,L6
51,0.22010807930743917,M,L6
22,1.3280396365010592,M,L6
50,1.1837916356512304,M,L6
48,-0.018483414697828306,M,L6
47,-0.3767507231614165,M,L6
46,0.9986225481505454,M,L6
45,-0.47495518214513827,M,L6
44,0.8871482444615904,M,L6
43,0.22916971597842353,M,L6
42,0.787460482626255,M,L6
49,0.45509876254638526,M,L6
58,1.1571544295230518,M,L6
1159,-1.778151227733422,GT,L6
1161,-0.7026042789847723,GT,L6
1182,-2.1760912485395068,GT,L6
1183,-1.698970014043257,GT,L6
1184,-inf,GT,L6
1185,0.27760920993284577,GT,L6
1186,-2.3010300053712194,GT,L6
1187,-2.000000009707238,GT,L6
1188,-0.41642342336986593,GT,L6
1189,-0.7781512374406596,GT,L6
1190,-2.7781512398674693,GT,L6
1191,-2.477121244203488,GT,L6
1192,-inf,GT,L6
1193,-2.7781512398674693,GT,L6
1194,-1.1346985909586629,GT,L6
1195,-0.999999993528508,GT,L6
1196,-1.823908750651557,GT,L6
1181,-2.477121244203488,GT,L6
1180,-inf,GT,L6
1179,-2.079181223397403,GT,L6
1178,-2.3010300053712194,GT,L6
1162,-0.3750307443506059,GT,L6
1163,-2.477121244203488,GT,L6
1164,-0.3889851681322514,GT,L6
1165,-1.698970014043257,GT,L6
1166,-0.7825160385287818,GT,L6
1167,-1.1870866592869713,GT,L6
1168,-inf,GT,L6
1160,-0.869666214247682,GT,L6
1169,-0.7026042789847723,GT,L6
1171,-1.8750612528755255,GT,L6
1172,-1.3631779058974753,GT,L6
1173,-inf,GT,L6
1174,-2.1760912485395068,GT,L6
1175,-2.3010300053712194,GT,L6
1176,-2.079181223397403,GT,L6
1177,-1.6320232128564078,GT,L6
1170,-1.0147232693173809,GT,L6
1197,-2.1760912485395068,GT,L6
59,0.8320829375507846,M,L6
61,1.3197998179661297,M,L6
260,0.4603966535586155,NS,L6
259,-0.3943358814081417,NS,L6
258,0.285557297204845,NS,L6
257,0.06258197347035796,NS,L6
256,0.6488477009353987,NS,L6
255,0.6846957671860721,NS,L6
254,-0.21112487749002246,NS,L6
253,-0.07572072749743529,NS,L6
252,-0.5086383028256024,NS,L6
251,-0.22548301338865295,NS,L6
250,-0.0021769171729906648,NS,L6
249,-0.3142582485881852,NS,L6
248,-0.25963730109267685,NS,L6
247,0.5198279862680057,NS,L6
246,0.09633056786879413,NS,L6
261,-0.2087773363030938,NS,L6
262,-0.3767507231614165,NS,L6
263,-0.3979400022005456,NS,L6
264,-0.273001249413516,NS,L6
1666,-2.7781512398674693,GT,L6
279,0.48311162975612354,NS,L6
278,0.48925517373944516,NS,L6
277,0.038752600987953016,NS,L6
276,0.10209052060066484,NS,L6
275,0.27300127206373764,NS,L6
274,0.5699588080627328,NS,L6
245,0.6136656497064528,NS,L6
273,0.3744428287096966,NS,L6
271,-0.10329009694912052,NS,L6
270,0.10437328051451146,NS,L6
269,0.7153067952930794,NS,L6
268,-0.14670749636981797,NS,L6
267,-0.24412514977718616,NS,L6
266,-0.4436974819754009,NS,L6
265,0.09575034858823883,NS,L6
272,-0.3750307443506059,NS,L6
60,-0.7958800270513134,M,L6
244,-0.38369957665519294,NS,L6
242,-0.25570701128035767,NS,L6
76,1.0256471680173547,M,L6
75,0.5407464674236935,M,L6
74,1.1029479745406872,M,L6
73,-0.1259049084578806,M,L6
72,0.4976206471474213,M,L6
71,0.5579080144919613,M,L6
70,0.6349808058103313,M,L6
69,1.259514233245086,M,L6
68,0.06632591114141975,M,L6
67,-0.08266958099121173,M,L6
66,0.3341185116370943,M,L6
65,1.4338231563180959,M,L6
64,-0.04736898472521258,M,L6
63,-0.011738391923970509,M,L6
62,1.094238132255501,M,L6
77,0.46538286279569197,M,L6
78,1.0731682636649342,M,L6
79,0.6540160068097617,M,L6
80,0.7476706948618665,M,L6
241,0.3614130296080672,NS,L6
95,0.6520850925696663,M,L6
94,1.2082173425028189,M,L6
93,0.32290808417670547,M,L6
92,-0.6743475155674835,M,L6
91,-0.5502645463826558,M,L6
90,0.730378468587643,M,L6
243,-0.14874166440620462,NS,L6
89,0.7259116463085045,M,L6
87,0.6396524735223451,M,L6
86,0.36890642713927135,M,L6
85,0.6694718432393204,M,L6
84,0.37045138736124306,M,L6
83,0.27338713976385476,M,L6
82,0.2988530784909905,M,L6
81,0.8031155561934904,M,L6
88,-0.7026042789847723,M,L6
1355,-1.778151227733422,GT,L6
1198,-0.8287612652618961,GT,L6
1200,0.06445797673024393,GT,L6
1300,-0.769551074053614,GT,L6
1301,-0.8436528069660665,GT,L6
1302,-0.8860566636229902,GT,L6
1303,-2.7781512398674693,GT,L6
1304,-2.7781512398674693,GT,L6
1305,-2.7781512398674693,GT,L6
1306,-2.3010300053712194,GT,L6
1307,-2.477121244203488,GT,L6
1308,-2.477121244203488,GT,L6
1309,-2.7781512398674693,GT,L6
1310,-1.8750612528755255,GT,L6
1311,-0.6989699978645267,GT,L6
1312,0.214402264077786,GT,L6
1313,0.013539385923494563,GT,L6
1314,0.27913438822667624,GT,L6
1299,-0.8643373860039906,GT,L6
1298,-2.7781512398674693,GT,L6
1297,-2.7781512398674693,GT,L6
1296,-2.3010300053712194,GT,L6
1280,-1.259637312859026,GT,L6
1281,-2.000000009707238,GT,L6
1282,-1.8750612528755255,GT,L6
1283,-0.7289332258644643,GT,L6
1284,-1.1653673816679717,GT,L6
1285,-2.477121244203488,GT,L6
1286,-1.778151227733422,GT,L6
1315,-inf,GT,L6
1287,-1.1549019581367455,GT,L6
1289,-0.6167832606453433,GT,L6
1290,-2.3010300053712194,GT,L6
1291,-2.3010300053712194,GT,L6
1292,-1.823908750651557,GT,L6
1293,-0.8436528069660665,GT,L6
1294,-2.477121244203488,GT,L6
1295,-0.6414306722682139,GT,L6
1288,-1.778151227733422,GT,L6
1279,-2.079181223397403,GT,L6
1316,-0.7367585558123393,GT,L6
1318,-inf,GT,L6
