,firing rate,experiment,layer
1037,0.021666666492819786,GT,L5
826,1.9083333015441895,GT,L5
1063,1.7916666269302368,GT,L5
1064,0.0033333334140479565,GT,L5
1065,0.4866666793823242,GT,L5
1066,0.004999999888241291,GT,L5
1094,0.11999999731779099,GT,L5
1093,0.17166666686534882,GT,L5
1092,1.4583333730697632,GT,L5
1091,0.5600000023841858,GT,L5
1090,0.46000000834465027,GT,L5
1089,0.0016666667070239782,GT,L5
1088,0.05000000074505806,GT,L5
1087,0.0016666667070239782,GT,L5
1086,0.0,GT,L5
1085,0.0949999988079071,GT,L5
1084,1.8533333539962769,GT,L5
1083,2.253333330154419,GT,L5
1082,3.0183334350585938,GT,L5
1035,0.7566666603088379,GT,L5
1081,1.2483333349227905,GT,L5
1079,0.351666659116745,GT,L5
1078,1.7266666889190674,GT,L5
1077,0.0016666667070239782,GT,L5
1076,1.9383333921432495,GT,L5
1075,0.006666666828095913,GT,L5
1074,1.1116666793823242,GT,L5
1073,0.18333333730697632,GT,L5
1072,0.47333332896232605,GT,L5
1071,0.5383333563804626,GT,L5
1070,0.15000000596046448,GT,L5
1069,2.18833327293396,GT,L5
1068,0.019999999552965164,GT,L5
1067,0.5566666722297668,GT,L5
1080,1.1433333158493042,GT,L5
825,0.1133333370089531,GT,L5
833,0.018333332613110542,GT,L5
823,0.0,GT,L5
198,1.8033332824707031,NS,L5
197,1.0516666173934937,NS,L5
196,1.0700000524520874,NS,L5
195,1.1699999570846558,NS,L5
194,0.5416666865348816,NS,L5
193,1.1100000143051147,NS,L5
192,3.0299999713897705,NS,L5
191,0.7699999809265137,NS,L5
190,0.9666666388511658,NS,L5
189,1.881666660308838,NS,L5
188,1.03166663646698,NS,L5
187,0.4416666626930237,NS,L5
186,1.9450000524520874,NS,L5
199,1.1549999713897705,NS,L5
185,0.4300000071525574,NS,L5
183,6.614999771118164,NS,L5
182,1.659999966621399,NS,L5
181,1.8283333778381348,NS,L5
180,0.5983333587646484,NS,L5
179,0.7699999809265137,NS,L5
178,0.9933333396911621,NS,L5
176,0.38499999046325684,NS,L5
175,3.118333339691162,NS,L5
174,1.5866667032241821,NS,L5
173,1.840000033378601,NS,L5
172,4.146666526794434,NS,L5
171,1.0016666650772095,NS,L5
170,1.600000023841858,NS,L5
184,0.875,NS,L5
200,1.3316667079925537,NS,L5
201,2.366666555404663,NS,L5
202,0.6150000095367432,NS,L5
231,0.34166666865348816,NS,L5
230,1.1783332824707031,NS,L5
229,1.2683333158493042,NS,L5
228,2.0250000953674316,NS,L5
227,0.7450000047683716,NS,L5
226,2.3283333778381348,NS,L5
225,0.30666667222976685,NS,L5
224,1.2283333539962769,NS,L5
223,0.5433333516120911,NS,L5
222,1.3316667079925537,NS,L5
221,1.381666660308838,NS,L5
220,0.9616666436195374,NS,L5
219,0.528333306312561,NS,L5
218,4.321666717529297,NS,L5
217,0.7566666603088379,NS,L5
216,0.7066666483879089,NS,L5
215,0.5916666388511658,NS,L5
214,1.3200000524520874,NS,L5
213,2.3299999237060547,NS,L5
212,1.5916666984558105,NS,L5
211,1.3366667032241821,NS,L5
210,1.1783332824707031,NS,L5
209,0.7166666388511658,NS,L5
208,2.1016666889190674,NS,L5
207,2.0833332538604736,NS,L5
206,1.0533332824707031,NS,L5
205,1.653333306312561,NS,L5
204,0.8083333373069763,NS,L5
203,1.7733333110809326,NS,L5
169,0.9733333587646484,NS,L5
168,1.9816666841506958,NS,L5
167,1.0950000286102295,NS,L5
166,1.3666666746139526,NS,L5
132,0.8199999928474426,NS,L5
131,0.5166666507720947,NS,L5
130,2.4516665935516357,NS,L5
129,0.8166666626930237,NS,L5
128,0.6633333563804626,NS,L5
127,0.46166667342185974,NS,L5
126,1.1133333444595337,NS,L5
125,3.441666603088379,NS,L5
824,0.0016666667070239782,GT,L5
21,0.5883333086967468,M,L5
20,0.8050000071525574,M,L5
19,2.756666660308838,M,L5
18,1.9366666078567505,M,L5
17,3.7249999046325684,M,L5
16,2.128333330154419,M,L5
15,1.1866666078567505,M,L5
14,3.0950000286102295,M,L5
13,1.621666669845581,M,L5
12,3.068333387374878,M,L5
11,4.445000171661377,M,L5
10,2.741666555404663,M,L5
9,9.231666564941406,M,L5
8,17.481666564941406,M,L5
7,8.645000457763672,M,L5
6,3.681666612625122,M,L5
5,2.4000000953674316,M,L5
4,6.188333511352539,M,L5
3,1.3566666841506958,M,L5
2,0.1966666728258133,M,L5
133,6.625,NS,L5
232,0.40833333134651184,NS,L5
134,1.3866666555404663,NS,L5
136,2.261666774749756,NS,L5
165,1.1950000524520874,NS,L5
164,1.096666693687439,NS,L5
163,2.5266666412353516,NS,L5
162,2.0450000762939453,NS,L5
161,1.8766666650772095,NS,L5
160,0.46666666865348816,NS,L5
159,2.0916666984558105,NS,L5
158,0.6399999856948853,NS,L5
157,0.31333333253860474,NS,L5
156,1.096666693687439,NS,L5
155,2.2133333683013916,NS,L5
154,5.853333473205566,NS,L5
153,0.4050000011920929,NS,L5
152,2.073333263397217,NS,L5
151,0.46833333373069763,NS,L5
150,3.0483334064483643,NS,L5
149,2.8499999046325684,NS,L5
148,1.2633333206176758,NS,L5
147,1.3866666555404663,NS,L5
146,1.4166666269302368,NS,L5
145,0.925000011920929,NS,L5
144,0.6483333110809326,NS,L5
143,0.6050000190734863,NS,L5
142,1.1549999713897705,NS,L5
141,1.1399999856948853,NS,L5
140,1.2333333492279053,NS,L5
139,2.5850000381469727,NS,L5
138,2.068333387374878,NS,L5
137,0.6549999713897705,NS,L5
135,0.6166666746139526,NS,L5
233,0.7599999904632568,NS,L5
177,8.143333435058594,NS,L5
235,0.4583333432674408,NS,L5
789,0.0016666667070239782,GT,L5
788,0.23333333432674408,GT,L5
787,0.29499998688697815,GT,L5
786,0.23000000417232513,GT,L5
785,0.5166666507720947,GT,L5
784,0.011666666716337204,GT,L5
783,1.121666669845581,GT,L5
782,0.006666666828095913,GT,L5
781,0.019999999552965164,GT,L5
780,0.4883333444595337,GT,L5
779,0.021666666492819786,GT,L5
778,0.0,GT,L5
777,0.006666666828095913,GT,L5
790,0.03999999910593033,GT,L5
776,0.11166666448116302,GT,L5
774,1.590000033378601,GT,L5
773,1.3949999809265137,GT,L5
772,2.555000066757202,GT,L5
770,4.465000152587891,GT,L5
769,0.004999999888241291,GT,L5
768,0.04333333298563957,GT,L5
767,0.03333333507180214,GT,L5
766,0.09000000357627869,GT,L5
765,1.3866666555404663,GT,L5
764,0.6850000023841858,GT,L5
763,0.2783333361148834,GT,L5
762,0.4816666543483734,GT,L5
761,0.12999999523162842,GT,L5
775,2.001666784286499,GT,L5
760,0.3566666543483734,GT,L5
791,0.06333333253860474,GT,L5
793,0.0016666667070239782,GT,L5
803,0.07500000298023224,GT,L5
804,0.79666668176651,GT,L5
805,0.0,GT,L5
806,0.3816666603088379,GT,L5
807,0.0016666667070239782,GT,L5
808,1.2266666889190674,GT,L5
809,0.273333340883255,GT,L5
234,2.3466665744781494,NS,L5
810,0.05166666582226753,GT,L5
811,1.1399999856948853,GT,L5
812,0.008333333767950535,GT,L5
813,0.011666666716337204,GT,L5
814,0.4183333218097687,GT,L5
792,0.11833333224058151,GT,L5
815,0.011666666716337204,GT,L5
817,1.628333330154419,GT,L5
818,0.04500000178813934,GT,L5
819,2.7699999809265137,GT,L5
820,0.0033333334140479565,GT,L5
802,0.0016666667070239782,GT,L5
801,0.0,GT,L5
800,0.08666666597127914,GT,L5
799,0.009999999776482582,GT,L5
798,0.10499999672174454,GT,L5
797,0.0,GT,L5
796,0.054999999701976776,GT,L5
795,0.4116666615009308,GT,L5
794,0.0016666667070239782,GT,L5
816,0.4399999976158142,GT,L5
759,0.02666666731238365,GT,L5
771,0.0033333334140479565,GT,L5
757,0.013333333656191826,GT,L5
758,0.08166666328907013,GT,L5
237,1.8533333539962769,NS,L5
238,0.5366666913032532,NS,L5
239,0.31833332777023315,NS,L5
240,2.190000057220459,NS,L5
822,1.7666666507720947,GT,L5
741,0.038333334028720856,GT,L5
236,0.5166666507720947,NS,L5
743,0.05166666582226753,GT,L5
744,0.03166666626930237,GT,L5
745,0.18333333730697632,GT,L5
746,0.30000001192092896,GT,L5
742,0.0833333358168602,GT,L5
747,1.368333339691162,GT,L5
756,1.6549999713897705,GT,L5
755,1.6666666269302368,GT,L5
753,0.09666666388511658,GT,L5
752,1.315000057220459,GT,L5
754,2.0416667461395264,GT,L5
821,2.994999885559082,GT,L5
750,0.4816666543483734,GT,L5
749,0.013333333656191826,GT,L5
748,0.08833333104848862,GT,L5
751,0.006666666828095913,GT,L5
1507,0.10499999672174454,GT,L6
1508,0.2433333396911621,GT,L6
1506,0.011666666716337204,GT,L6
1470,3.059999942779541,GT,L6
1469,0.008333333767950535,GT,L6
1468,0.021666666492819786,GT,L6
1467,0.6549999713897705,GT,L6
1466,0.013333333656191826,GT,L6
1465,0.0033333334140479565,GT,L6
1464,1.503333330154419,GT,L6
1454,0.20666666328907013,GT,L6
1462,1.153333306312561,GT,L6
1447,0.006666666828095913,GT,L6
1448,0.0,GT,L6
1449,0.07000000029802322,GT,L6
1450,0.2083333283662796,GT,L6
1451,0.5766666531562805,GT,L6
1452,0.009999999776482582,GT,L6
1453,0.03166666626930237,GT,L6
1505,0.08833333104848862,GT,L6
1455,0.28333333134651184,GT,L6
1456,1.868333339691162,GT,L6
1457,0.019999999552965164,GT,L6
1458,2.734999895095825,GT,L6
1459,1.78166663646698,GT,L6
1460,0.1066666692495346,GT,L6
1461,0.0033333334140479565,GT,L6
1463,0.375,GT,L6
1504,0.14499999582767487,GT,L6
1495,3.0350000858306885,GT,L6
1502,0.023333333432674408,GT,L6
1483,0.01666666753590107,GT,L6
1482,0.03500000014901161,GT,L6
1481,0.0,GT,L6
1480,0.0016666667070239782,GT,L6
1479,0.2566666603088379,GT,L6
1478,0.009999999776482582,GT,L6
1484,0.0,GT,L6
1477,0.004999999888241291,GT,L6
1475,0.3233333230018616,GT,L6
1474,3.2066667079925537,GT,L6
1473,1.1516666412353516,GT,L6
1472,0.019999999552965164,GT,L6
1471,0.006666666828095913,GT,L6
1446,0.15000000596046448,GT,L6
1476,0.07666666805744171,GT,L6
1503,0.17166666686534882,GT,L6
1485,0.006666666828095913,GT,L6
1487,2.18666672706604,GT,L6
1501,0.27000001072883606,GT,L6
1500,0.1666666716337204,GT,L6
1499,3.196666717529297,GT,L6
1358,0.0,GT,L6
1498,0.19833333790302277,GT,L6
1497,0.4350000023841858,GT,L6
1486,0.07333333045244217,GT,L6
1496,3.0233333110809326,GT,L6
1493,0.0016666667070239782,GT,L6
1492,3.246666669845581,GT,L6
1491,1.2833333015441895,GT,L6
1490,0.550000011920929,GT,L6
1489,0.31333333253860474,GT,L6
1488,0.0033333334140479565,GT,L6
1494,0.125,GT,L6
1445,0.08666666597127914,GT,L6
1410,0.0033333334140479565,GT,L6
1443,0.0016666667070239782,GT,L6
1375,0.0,GT,L6
1374,1.1166666746139526,GT,L6
1373,0.12666666507720947,GT,L6
1372,0.0016666667070239782,GT,L6
1371,0.03166666626930237,GT,L6
1370,0.07999999821186066,GT,L6
1369,0.0,GT,L6
1368,0.009999999776482582,GT,L6
1376,0.1966666728258133,GT,L6
1367,0.0033333334140479565,GT,L6
1365,0.22333332896232605,GT,L6
1364,0.9783333539962769,GT,L6
1363,0.029999999329447746,GT,L6
1362,0.23333333432674408,GT,L6
1361,0.0,GT,L6
1360,0.061666667461395264,GT,L6
1359,0.0016666667070239782,GT,L6
1509,0.0033333334140479565,GT,L6
1366,0.061666667461395264,GT,L6
1398,0.20000000298023224,GT,L6
1377,0.013333333656191826,GT,L6
1379,0.0033333334140479565,GT,L6
1397,0.05000000074505806,GT,L6
1396,0.04333333298563957,GT,L6
1395,0.006666666828095913,GT,L6
1394,0.038333334028720856,GT,L6
1393,0.0,GT,L6
1392,0.004999999888241291,GT,L6
1391,0.008333333767950535,GT,L6
1390,0.038333334028720856,GT,L6
1378,0.011666666716337204,GT,L6
1389,0.04833333194255829,GT,L6
1387,0.013333333656191826,GT,L6
1386,0.09833333641290665,GT,L6
1385,0.0033333334140479565,GT,L6
1384,0.013333333656191826,GT,L6
1383,0.0033333334140479565,GT,L6
1382,0.0033333334140479565,GT,L6
1381,0.07833333313465118,GT,L6
1380,0.05833333358168602,GT,L6
1388,0.013333333656191826,GT,L6
1444,0.011666666716337204,GT,L6
1399,0.006666666828095913,GT,L6
1401,0.0,GT,L6
1425,0.006666666828095913,GT,L6
1426,0.05000000074505806,GT,L6
1427,0.05000000074505806,GT,L6
1428,0.0,GT,L6
1429,4.671666622161865,GT,L6
1430,1.2016667127609253,GT,L6
1431,0.0033333334140479565,GT,L6
1432,0.008333333767950535,GT,L6
1424,0.0033333334140479565,GT,L6
1433,0.10333333164453506,GT,L6
1435,0.004999999888241291,GT,L6
1436,0.05000000074505806,GT,L6
1437,0.006666666828095913,GT,L6
1438,2.246666669845581,GT,L6
1439,1.2799999713897705,GT,L6
1440,0.004999999888241291,GT,L6
1441,0.0,GT,L6
1442,0.0016666667070239782,GT,L6
1434,0.08833333104848862,GT,L6
1400,0.01666666753590107,GT,L6
1423,0.014999999664723873,GT,L6
1421,0.05999999865889549,GT,L6
1402,0.07333333045244217,GT,L6
1403,0.009999999776482582,GT,L6
1404,0.0033333334140479565,GT,L6
1405,0.0016666667070239782,GT,L6
1406,0.0,GT,L6
1407,0.19499999284744263,GT,L6
1408,1.2549999952316284,GT,L6
1409,0.18000000715255737,GT,L6
1422,0.009999999776482582,GT,L6
1411,0.0016666667070239782,GT,L6
1413,0.006666666828095913,GT,L6
1414,0.013333333656191826,GT,L6
1415,0.06333333253860474,GT,L6
1416,0.3499999940395355,GT,L6
1417,0.5533333420753479,GT,L6
1418,0.028333334252238274,GT,L6
1419,0.0033333334140479565,GT,L6
1420,0.2549999952316284,GT,L6
1412,0.004999999888241291,GT,L6
1510,0.036666665226221085,GT,L6
1600,0.24833333492279053,GT,L6
1512,0.0,GT,L6
1612,0.4483333230018616,GT,L6
1613,0.013333333656191826,GT,L6
1614,0.02500000037252903,GT,L6
1615,0.2933333218097687,GT,L6
1616,0.011666666716337204,GT,L6
1617,0.6733333468437195,GT,L6
1618,2.383333444595337,GT,L6
1619,0.0033333334140479565,GT,L6
1620,0.008333333767950535,GT,L6
1621,1.1166666746139526,GT,L6
1622,0.0033333334140479565,GT,L6
1623,0.0016666667070239782,GT,L6
1624,2.7300000190734863,GT,L6
1625,0.13333334028720856,GT,L6
1626,0.0016666667070239782,GT,L6
1611,1.3633333444595337,GT,L6
1610,0.15333333611488342,GT,L6
1609,0.023333333432674408,GT,L6
1608,0.038333334028720856,GT,L6
1592,0.07666666805744171,GT,L6
1593,0.0016666667070239782,GT,L6
1594,1.340000033378601,GT,L6
1595,1.46833336353302,GT,L6
1596,0.011666666716337204,GT,L6
1597,0.006666666828095913,GT,L6
1598,0.054999999701976776,GT,L6
1627,0.1616666615009308,GT,L6
1599,0.02666666731238365,GT,L6
1601,0.03333333507180214,GT,L6
1602,0.125,GT,L6
1603,0.0,GT,L6
1604,1.4333332777023315,GT,L6
1605,1.4666666984558105,GT,L6
1606,0.3883333206176758,GT,L6
1607,0.014999999664723873,GT,L6
1357,0.0016666667070239782,GT,L6
1591,0.04333333298563957,GT,L6
1628,0.07333333045244217,GT,L6
1630,0.0016666667070239782,GT,L6
1651,0.0033333334140479565,GT,L6
1652,0.046666666865348816,GT,L6
1653,0.023333333432674408,GT,L6
1654,0.0016666667070239782,GT,L6
1655,0.0016666667070239782,GT,L6
1656,0.0016666667070239782,GT,L6
1657,1.2483333349227905,GT,L6
1658,0.0833333358168602,GT,L6
1659,0.0016666667070239782,GT,L6
1660,0.06833333522081375,GT,L6
1661,0.5550000071525574,GT,L6
1662,1.5383332967758179,GT,L6
1663,2.2200000286102295,GT,L6
1664,0.0716666653752327,GT,L6
1665,2.1449999809265137,GT,L6
1650,1.4816666841506958,GT,L6
1649,0.03999999910593033,GT,L6
1648,0.07833333313465118,GT,L6
1647,0.09166666865348816,GT,L6
1631,0.10499999672174454,GT,L6
1632,1.993333339691162,GT,L6
1633,0.12833333015441895,GT,L6
1634,0.0716666653752327,GT,L6
1635,0.06333333253860474,GT,L6
1636,0.029999999329447746,GT,L6
1637,0.08500000089406967,GT,L6
1629,0.10999999940395355,GT,L6
1638,0.3016666769981384,GT,L6
1640,1.815000057220459,GT,L6
1641,0.38333332538604736,GT,L6
1642,0.550000011920929,GT,L6
1643,0.013333333656191826,GT,L6
1644,0.07000000029802322,GT,L6
1645,0.0016666667070239782,GT,L6
1646,0.009999999776482582,GT,L6
1639,0.07000000029802322,GT,L6
1590,0.05833333358168602,GT,L6
1589,0.0016666667070239782,GT,L6
1588,0.009999999776482582,GT,L6
1533,2.390000104904175,GT,L6
1534,0.014999999664723873,GT,L6
1535,0.0016666667070239782,GT,L6
1536,1.9233332872390747,GT,L6
1537,0.0033333334140479565,GT,L6
1538,1.871666669845581,GT,L6
1539,0.01666666753590107,GT,L6
1540,0.019999999552965164,GT,L6
1541,0.09833333641290665,GT,L6
1542,0.2133333384990692,GT,L6
1543,0.0,GT,L6
1544,2.5916666984558105,GT,L6
1545,0.0,GT,L6
1546,0.0033333334140479565,GT,L6
1547,0.004999999888241291,GT,L6
1532,0.0,GT,L6
1531,0.0016666667070239782,GT,L6
1530,2.306666612625122,GT,L6
1529,0.04500000178813934,GT,L6
1513,0.22166666388511658,GT,L6
1514,0.1066666692495346,GT,L6
1515,0.013333333656191826,GT,L6
1516,0.006666666828095913,GT,L6
1517,0.40833333134651184,GT,L6
1518,0.03999999910593033,GT,L6
1519,0.4000000059604645,GT,L6
1548,0.04333333298563957,GT,L6
1520,0.05666666850447655,GT,L6
1522,0.0,GT,L6
1523,0.0016666667070239782,GT,L6
1524,3.263333320617676,GT,L6
1525,2.066666603088379,GT,L6
1526,0.6366666555404663,GT,L6
1527,0.0,GT,L6
1528,0.09666666388511658,GT,L6
1521,0.476666659116745,GT,L6
1549,2.131666660308838,GT,L6
1550,0.023333333432674408,GT,L6
1551,3.3516666889190674,GT,L6
1572,0.0033333334140479565,GT,L6
1573,0.0016666667070239782,GT,L6
1574,0.33666667342185974,GT,L6
1575,0.0033333334140479565,GT,L6
1576,0.02666666731238365,GT,L6
1577,0.8500000238418579,GT,L6
1578,0.4266666769981384,GT,L6
1571,0.036666665226221085,GT,L6
1579,0.004999999888241291,GT,L6
1581,0.013333333656191826,GT,L6
1582,0.24500000476837158,GT,L6
1583,0.11166666448116302,GT,L6
1584,0.5600000023841858,GT,L6
1585,1.4600000381469727,GT,L6
1586,0.12333333492279053,GT,L6
1587,0.3316666781902313,GT,L6
1580,0.0,GT,L6
1511,0.014999999664723873,GT,L6
1570,0.36000001430511475,GT,L6
1568,0.5,GT,L6
1552,0.03166666626930237,GT,L6
1553,0.0,GT,L6
1554,0.4749999940395355,GT,L6
1555,0.4350000023841858,GT,L6
1556,0.16500000655651093,GT,L6
1557,0.028333334252238274,GT,L6
1558,0.06333333253860474,GT,L6
1569,0.008333333767950535,GT,L6
1559,4.840000152587891,GT,L6
1561,0.8433333039283752,GT,L6
1562,0.3216666579246521,GT,L6
1563,0.3199999928474426,GT,L6
1564,0.6483333110809326,GT,L6
1565,0.011666666716337204,GT,L6
1566,1.1483333110809326,GT,L6
1567,1.3616666793823242,GT,L6
1560,2.319999933242798,GT,L6
1356,0.0716666653752327,GT,L6
1246,0.7366666793823242,GT,L6
1354,0.0716666653752327,GT,L6
37,2.2933332920074463,M,L6
36,2.559999942779541,M,L6
35,1.2699999809265137,M,L6
34,1.1433333158493042,M,L6
33,0.7133333086967468,M,L6
32,0.5649999976158142,M,L6
31,5.363333225250244,M,L6
30,3.3949999809265137,M,L6
29,2.8433332443237305,M,L6
28,1.6916667222976685,M,L6
27,0.8349999785423279,M,L6
26,2.193333387374878,M,L6
25,1.1549999713897705,M,L6
24,3.4683332443237305,M,L6
23,6.199999809265137,M,L6
38,0.6366666555404663,M,L6
39,21.030000686645508,M,L6
40,14.571666717529297,M,L6
41,1.2616666555404663,M,L6
57,3.68666672706604,M,L6
56,5.164999961853027,M,L6
55,5.893333435058594,M,L6
54,0.36500000953674316,M,L6
53,0.6583333611488342,M,L6
52,0.4216666519641876,M,L6
51,1.659999966621399,M,L6
22,21.28333282470703,M,L6
50,15.268333435058594,M,L6
48,0.9583333134651184,M,L6
47,0.41999998688697815,M,L6
46,9.96833324432373,M,L6
45,0.33500000834465027,M,L6
44,7.711666584014893,M,L6
43,1.6950000524520874,M,L6
42,6.130000114440918,M,L6
49,2.8516666889190674,M,L6
58,14.359999656677246,M,L6
1159,0.01666666753590107,GT,L6
1161,0.19833333790302277,GT,L6
1182,0.006666666828095913,GT,L6
1183,0.019999999552965164,GT,L6
1184,0.0,GT,L6
1185,1.8949999809265137,GT,L6
1186,0.004999999888241291,GT,L6
1187,0.009999999776482582,GT,L6
1188,0.38333332538604736,GT,L6
1189,0.1666666716337204,GT,L6
1190,0.0016666667070239782,GT,L6
1191,0.0033333334140479565,GT,L6
1192,0.0,GT,L6
1193,0.0016666667070239782,GT,L6
1194,0.07333333045244217,GT,L6
1195,0.10000000149011612,GT,L6
1196,0.014999999664723873,GT,L6
1181,0.0033333334140479565,GT,L6
1180,0.0,GT,L6
1179,0.008333333767950535,GT,L6
1178,0.004999999888241291,GT,L6
1162,0.4216666519641876,GT,L6
1163,0.0033333334140479565,GT,L6
1164,0.40833333134651184,GT,L6
1165,0.019999999552965164,GT,L6
1166,0.16500000655651093,GT,L6
1167,0.06499999761581421,GT,L6
1168,0.0,GT,L6
1160,0.13500000536441803,GT,L6
1169,0.19833333790302277,GT,L6
1171,0.013333333656191826,GT,L6
1172,0.04333333298563957,GT,L6
1173,0.0,GT,L6
1174,0.006666666828095913,GT,L6
1175,0.004999999888241291,GT,L6
1176,0.008333333767950535,GT,L6
1177,0.023333333432674408,GT,L6
1170,0.09666666388511658,GT,L6
1197,0.006666666828095913,GT,L6
59,6.793333530426025,M,L6
61,20.883333206176758,M,L6
260,2.886666774749756,NS,L6
259,0.4033333361148834,NS,L6
258,1.9299999475479126,NS,L6
257,1.1549999713897705,NS,L6
256,4.454999923706055,NS,L6
255,4.8383331298828125,NS,L6
254,0.6150000095367432,NS,L6
253,0.8399999737739563,NS,L6
252,0.3100000023841858,NS,L6
251,0.5950000286102295,NS,L6
250,0.9950000047683716,NS,L6
249,0.48500001430511475,NS,L6
248,0.550000011920929,NS,L6
247,3.309999942779541,NS,L6
246,1.2483333349227905,NS,L6
261,0.6183333396911621,NS,L6
262,0.41999998688697815,NS,L6
263,0.4000000059604645,NS,L6
264,0.5333333611488342,NS,L6
1666,0.0016666667070239782,GT,L6
279,3.0416667461395264,NS,L6
278,3.0850000381469727,NS,L6
277,1.09333336353302,NS,L6
276,1.2649999856948853,NS,L6
275,1.875,NS,L6
274,3.7149999141693115,NS,L6
245,4.108333110809326,NS,L6
273,2.368333339691162,NS,L6
271,0.7883333563804626,NS,L6
270,1.2716666460037231,NS,L6
269,5.191666603088379,NS,L6
268,0.7133333086967468,NS,L6
267,0.5699999928474426,NS,L6
266,0.36000001430511475,NS,L6
265,1.246666669845581,NS,L6
272,0.4216666519641876,NS,L6
60,0.1599999964237213,M,L6
244,0.41333332657814026,NS,L6
242,0.5550000071525574,NS,L6
76,10.608333587646484,M,L6
75,3.4733333587646484,M,L6
74,12.675000190734863,M,L6
73,0.7483333349227905,M,L6
72,3.1449999809265137,M,L6
71,3.613333225250244,M,L6
70,4.315000057220459,M,L6
69,18.176666259765625,M,L6
68,1.1649999618530273,M,L6
67,0.8266666531562805,M,L6
66,2.1583333015441895,M,L6
65,27.15333366394043,M,L6
64,0.8966666460037231,M,L6
63,0.9733333587646484,M,L6
62,12.423333168029785,M,L6
77,2.9200000762939453,M,L6
78,11.835000038146973,M,L6
79,4.508333206176758,M,L6
80,5.5933332443237305,M,L6
241,2.2983334064483643,NS,L6
95,4.488333225250244,M,L6
94,16.15166664123535,M,L6
93,2.1033332347869873,M,L6
92,0.21166667342185974,M,L6
91,0.28166666626930237,M,L6
90,5.375,M,L6
243,0.7099999785423279,NS,L6
89,5.320000171661377,M,L6
87,4.361666679382324,M,L6
86,2.3383333683013916,M,L6
85,4.671666622161865,M,L6
84,2.3466665744781494,M,L6
83,1.8766666650772095,M,L6
82,1.9900000095367432,M,L6
81,6.355000019073486,M,L6
88,0.19833333790302277,M,L6
1355,0.01666666753590107,GT,L6
1198,0.1483333259820938,GT,L6
1200,1.159999966621399,GT,L6
1300,0.17000000178813934,GT,L6
1301,0.1433333307504654,GT,L6
1302,0.12999999523162842,GT,L6
1303,0.0016666667070239782,GT,L6
1304,0.0016666667070239782,GT,L6
1305,0.0016666667070239782,GT,L6
1306,0.004999999888241291,GT,L6
1307,0.0033333334140479565,GT,L6
1308,0.0033333334140479565,GT,L6
1309,0.0016666667070239782,GT,L6
1310,0.013333333656191826,GT,L6
1311,0.20000000298023224,GT,L6
1312,1.6383333206176758,GT,L6
1313,1.03166663646698,GT,L6
1314,1.9016666412353516,GT,L6
1299,0.1366666704416275,GT,L6
1298,0.0016666667070239782,GT,L6
1297,0.0016666667070239782,GT,L6
1296,0.004999999888241291,GT,L6
1280,0.054999999701976776,GT,L6
1281,0.009999999776482582,GT,L6
1282,0.013333333656191826,GT,L6
1283,0.18666666746139526,GT,L6
1284,0.06833333522081375,GT,L6
1285,0.0033333334140479565,GT,L6
1286,0.01666666753590107,GT,L6
1315,0.0,GT,L6
1287,0.07000000029802322,GT,L6
1289,0.24166665971279144,GT,L6
1290,0.004999999888241291,GT,L6
1291,0.004999999888241291,GT,L6
1292,0.014999999664723873,GT,L6
1293,0.1433333307504654,GT,L6
1294,0.0033333334140479565,GT,L6
1295,0.22833333909511566,GT,L6
1288,0.01666666753590107,GT,L6
1279,0.008333333767950535,GT,L6
1316,0.18333333730697632,GT,L6
1318,0.0,GT,L6
1339,0.29499998688697815,GT,L6
1340,0.0016666667070239782,GT,L6
1341,0.004999999888241291,GT,L6
1342,0.004999999888241291,GT,L6
1343,1.631666660308838,GT,L6
1344,0.018333332613110542,GT,L6
1345,0.2433333396911621,GT,L6
1346,0.004999999888241291,GT,L6
1347,0.0033333334140479565,GT,L6
1348,0.0033333334140479565,GT,L6
1349,0.03166666626930237,GT,L6
1350,0.06833333522081375,GT,L6
1351,0.008333333767950535,GT,L6
1352,0.004999999888241291,GT,L6
1353,1.2233333587646484,GT,L6
1338,0.0016666667070239782,GT,L6
1337,0.0033333334140479565,GT,L6
1336,0.008333333767950535,GT,L6
1335,0.0,GT,L6
1319,0.11999999731779099,GT,L6
1320,1.8283333778381348,GT,L6
1321,1.3650000095367432,GT,L6
1322,2.2216665744781494,GT,L6
1323,0.0033333334140479565,GT,L6
1324,0.006666666828095913,GT,L6
1325,0.07833333313465118,GT,L6
1317,1.8016666173934937,GT,L6
1326,0.029999999329447746,GT,L6
1328,0.0,GT,L6
1329,0.16333332657814026,GT,L6
1330,0.2866666615009308,GT,L6
1331,0.9466666579246521,GT,L6
1332,0.3050000071525574,GT,L6
1333,0.014999999664723873,GT,L6
1334,0.0033333334140479565,GT,L6
1327,0.33666667342185974,GT,L6
1199,0.08833333104848862,GT,L6
1278,0.018333332613110542,GT,L6
1276,0.014999999664723873,GT,L6
1221,0.011666666716337204,GT,L6
1222,0.8916666507720947,GT,L6
1223,0.0033333334140479565,GT,L6
1224,0.0033333334140479565,GT,L6
1225,0.0033333334140479565,GT,L6
1226,0.0,GT,L6
1227,3.6583333015441895,GT,L6
1228,1.443333387374878,GT,L6
1229,0.004999999888241291,GT,L6
1230,0.0,GT,L6
1231,0.0016666667070239782,GT,L6
1232,0.26499998569488525,GT,L6
