,firing rate,experiment,layer
640,0.6166666746139526,GT,L4
641,0.0,GT,L4
642,0.0016666667070239782,GT,L4
643,2.761666774749756,GT,L4
653,0.4699999988079071,GT,L4
644,0.09833333641290665,GT,L4
646,0.6016666889190674,GT,L4
647,1.21833336353302,GT,L4
648,0.0833333358168602,GT,L4
649,0.0033333334140479565,GT,L4
650,5.5916666984558105,GT,L4
651,0.038333334028720856,GT,L4
645,0.0,GT,L4
637,0.0,GT,L4
99,2.8966667652130127,NS,L4
101,0.8100000023841858,NS,L4
120,1.5099999904632568,NS,L4
121,5.62333345413208,NS,L4
122,1.1166666746139526,NS,L4
123,0.38999998569488525,NS,L4
124,2.9683332443237305,NS,L4
669,0.07000000029802322,GT,L4
119,0.5099999904632568,NS,L4
670,0.04500000178813934,GT,L4
672,0.20499999821186066,GT,L4
673,0.008333333767950535,GT,L4
674,0.004999999888241291,GT,L4
675,0.008333333767950535,GT,L4
676,0.008333333767950535,GT,L4
677,0.054999999701976776,GT,L4
671,1.7266666889190674,GT,L4
100,1.5083333253860474,NS,L4
118,1.3566666841506958,NS,L4
116,1.2366666793823242,NS,L4
102,0.8799999952316284,NS,L4
103,1.903333306312561,NS,L4
104,0.4633333384990692,NS,L4
105,1.6083333492279053,NS,L4
106,1.631666660308838,NS,L4
107,3.2799999713897705,NS,L4
117,1.4666666984558105,NS,L4
108,0.3700000047683716,NS,L4
110,5.550000190734863,NS,L4
111,2.926666736602783,NS,L4
112,1.2133333683013916,NS,L4
113,1.6433333158493042,NS,L4
114,1.7999999523162842,NS,L4
115,0.4449999928474426,NS,L4
109,2.68666672706604,NS,L4
636,0.38333332538604736,GT,L4
635,0.018333332613110542,GT,L4
634,0.02500000037252903,GT,L4
583,0.011666666716337204,GT,L4
584,0.008333333767950535,GT,L4
585,0.09166666865348816,GT,L4
586,0.0016666667070239782,GT,L4
587,0.0016666667070239782,GT,L4
588,0.03333333507180214,GT,L4
582,0.8799999952316284,GT,L4
589,0.11166666448116302,GT,L4
591,0.0033333334140479565,GT,L4
592,0.08166666328907013,GT,L4
593,0.009999999776482582,GT,L4
594,0.8799999952316284,GT,L4
595,0.1550000011920929,GT,L4
596,0.013333333656191826,GT,L4
590,0.503333330154419,GT,L4
597,0.028333334252238274,GT,L4
581,0.0016666667070239782,GT,L4
579,0.0,GT,L4
572,0.01666666753590107,GT,L4
571,0.17499999701976776,GT,L4
570,0.036666665226221085,GT,L4
569,0.0016666667070239782,GT,L4
568,0.5066666603088379,GT,L4
567,0.07000000029802322,GT,L4
580,0.0033333334140479565,GT,L4
566,0.4033333361148834,GT,L4
564,0.5933333039283752,GT,L4
1,0.9383333325386047,M,L4
575,0.0716666653752327,GT,L4
576,1.378333330154419,GT,L4
577,0.13500000536441803,GT,L4
578,0.6399999856948853,GT,L4
565,0.03500000014901161,GT,L4
598,0.2750000059604645,GT,L4
599,2.940000057220459,GT,L4
600,1.3550000190734863,GT,L4
620,1.0,GT,L4
621,0.0016666667070239782,GT,L4
622,0.014999999664723873,GT,L4
623,2.875,GT,L4
624,0.0716666653752327,GT,L4
625,0.09333333373069763,GT,L4
619,0.8550000190734863,GT,L4
626,0.9466666579246521,GT,L4
628,0.2933333218097687,GT,L4
629,1.318333387374878,GT,L4
630,3.2033333778381348,GT,L4
631,0.13500000536441803,GT,L4
632,0.011666666716337204,GT,L4
633,0.1733333319425583,GT,L4
627,1.8216667175292969,GT,L4
618,0.2316666692495346,GT,L4
617,0.4266666769981384,GT,L4
616,0.8533333539962769,GT,L4
601,1.034999966621399,GT,L4
602,1.7999999523162842,GT,L4
603,0.008333333767950535,GT,L4
604,0.009999999776482582,GT,L4
605,0.5299999713897705,GT,L4
606,0.08666666597127914,GT,L4
607,0.006666666828095913,GT,L4
608,0.01666666753590107,GT,L4
609,0.1066666692495346,GT,L4
610,0.03333333507180214,GT,L4
611,0.0,GT,L4
612,3.115000009536743,GT,L4
613,0.42500001192092896,GT,L4
614,0.38999998569488525,GT,L4
615,0.019999999552965164,GT,L4
678,1.8550000190734863,GT,L4
573,0.006666666828095913,GT,L4
574,0.36000001430511475,GT,L4
681,0.013333333656191826,GT,L4
714,0.01666666753590107,GT,L4
715,0.046666666865348816,GT,L4
716,0.014999999664723873,GT,L4
717,0.0,GT,L4
718,0.09000000357627869,GT,L4
719,0.1433333307504654,GT,L4
720,0.03333333507180214,GT,L4
721,0.04333333298563957,GT,L4
722,0.036666665226221085,GT,L4
723,0.07333333045244217,GT,L4
724,0.44333332777023315,GT,L4
725,0.05166666582226753,GT,L4
726,0.0033333334140479565,GT,L4
727,0.3266666531562805,GT,L4
728,0.014999999664723873,GT,L4
729,0.008333333767950535,GT,L4
730,0.08833333104848862,GT,L4
732,0.018333332613110542,GT,L4
733,0.0,GT,L4
734,0.0016666667070239782,GT,L4
735,2.633333444595337,GT,L4
736,0.0,GT,L4
737,1.9700000286102295,GT,L4
738,0.7833333611488342,GT,L4
739,0.004999999888241291,GT,L4
740,0.0033333334140479565,GT,L4
680,0.1366666704416275,GT,L4
713,0.013333333656191826,GT,L4
712,0.0016666667070239782,GT,L4
731,0.18666666746139526,GT,L4
710,0.3083333373069763,GT,L4
682,0.08500000089406967,GT,L4
711,0.09333333373069763,GT,L4
683,0.0,GT,L4
684,2.503333330154419,GT,L4
685,0.0,GT,L4
686,0.03166666626930237,GT,L4
688,0.02666666731238365,GT,L4
689,1.1433333158493042,GT,L4
690,0.0016666667070239782,GT,L4
691,1.2699999809265137,GT,L4
692,0.10499999672174454,GT,L4
693,0.34833332896232605,GT,L4
694,0.8333333134651184,GT,L4
695,1.1666666269302368,GT,L4
687,0.20333333313465118,GT,L4
697,0.006666666828095913,GT,L4
709,1.4866666793823242,GT,L4
708,0.2983333468437195,GT,L4
696,0.04333333298563957,GT,L4
707,0.004999999888241291,GT,L4
706,0.009999999776482582,GT,L4
704,0.013333333656191826,GT,L4
705,0.0016666667070239782,GT,L4
702,0.009999999776482582,GT,L4
701,1.3266667127609253,GT,L4
700,0.023333333432674408,GT,L4
699,0.009999999776482582,GT,L4
698,0.0016666667070239782,GT,L4
703,0.0016666667070239782,GT,L4
850,0.004999999888241291,GT,L5
855,0.04500000178813934,GT,L5
851,0.0016666667070239782,GT,L5
852,0.05166666582226753,GT,L5
853,0.2549999952316284,GT,L5
849,1.503333330154419,GT,L5
854,0.009999999776482582,GT,L5
856,0.03333333507180214,GT,L5
861,0.4983333349227905,GT,L5
858,0.2783333361148834,GT,L5
859,0.011666666716337204,GT,L5
860,0.013333333656191826,GT,L5
862,0.25,GT,L5
863,0.11666666716337204,GT,L5
864,0.3400000035762787,GT,L5
848,0.004999999888241291,GT,L5
865,0.09666666388511658,GT,L5
857,0.04833333194255829,GT,L5
847,0.35333332419395447,GT,L5
832,0.9700000286102295,GT,L5
845,0.023333333432674408,GT,L5
866,0.08166666328907013,GT,L5
827,0.2199999988079071,GT,L5
828,1.6699999570846558,GT,L5
829,2.068333387374878,GT,L5
830,2.4666666984558105,GT,L5
831,0.9633333086967468,GT,L5
834,1.0133333206176758,GT,L5
835,1.1866666078567505,GT,L5
836,0.375,GT,L5
837,0.1366666704416275,GT,L5
838,0.36000001430511475,GT,L5
839,0.10000000149011612,GT,L5
840,0.2666666805744171,GT,L5
841,0.0033333334140479565,GT,L5
842,0.07500000298023224,GT,L5
843,0.006666666828095913,GT,L5
844,0.004999999888241291,GT,L5
846,0.1316666603088379,GT,L5
867,0.3616666793823242,GT,L5
898,0.7716666460037231,GT,L5
869,0.20333333313465118,GT,L5
892,0.0,GT,L5
893,0.0416666679084301,GT,L5
894,0.6083333492279053,GT,L5
895,0.038333334028720856,GT,L5
896,0.3100000023841858,GT,L5
897,0.018333332613110542,GT,L5
899,0.004999999888241291,GT,L5
900,0.0016666667070239782,GT,L5
901,0.0033333334140479565,GT,L5
902,0.029999999329447746,GT,L5
903,0.12666666507720947,GT,L5
904,0.03999999910593033,GT,L5
905,0.03166666626930237,GT,L5
906,0.0533333346247673,GT,L5
907,0.021666666492819786,GT,L5
908,1.1733332872390747,GT,L5
909,0.07500000298023224,GT,L5
891,0.046666666865348816,GT,L5
890,1.7300000190734863,GT,L5
889,0.004999999888241291,GT,L5
888,0.13333334028720856,GT,L5
870,0.04833333194255829,GT,L5
871,0.125,GT,L5
872,0.6483333110809326,GT,L5
873,0.054999999701976776,GT,L5
874,0.0416666679084301,GT,L5
875,0.125,GT,L5
876,0.018333332613110542,GT,L5
877,0.008333333767950535,GT,L5
868,0.008333333767950535,GT,L5
878,0.21666666865348816,GT,L5
880,0.21666666865348816,GT,L5
881,0.019999999552965164,GT,L5
882,0.1133333370089531,GT,L5
883,0.7599999904632568,GT,L5
884,0.009999999776482582,GT,L5
885,1.5866667032241821,GT,L5
886,0.4816666543483734,GT,L5
887,0.19833333790302277,GT,L5
879,0.38499999046325684,GT,L5
911,0.1550000011920929,GT,L5
1151,1.9666666984558105,GT,L5
1157,0.09333333373069763,GT,L5
1001,1.53166663646698,GT,L5
1000,0.004999999888241291,GT,L5
999,0.0833333358168602,GT,L5
998,0.004999999888241291,GT,L5
997,2.869999885559082,GT,L5
996,0.02500000037252903,GT,L5
995,1.7333333492279053,GT,L5
994,0.028333334252238274,GT,L5
993,1.03166663646698,GT,L5
992,0.42500001192092896,GT,L5
991,0.2916666567325592,GT,L5
990,3.299999952316284,GT,L5
989,0.0033333334140479565,GT,L5
988,0.006666666828095913,GT,L5
987,0.17499999701976776,GT,L5
986,0.07000000029802322,GT,L5
985,0.2433333396911621,GT,L5
984,0.9816666841506958,GT,L5
983,0.7166666388511658,GT,L5
982,1.3383333683013916,GT,L5
981,0.0033333334140479565,GT,L5
980,0.03500000014901161,GT,L5
979,0.046666666865348816,GT,L5
978,0.004999999888241291,GT,L5
977,0.02500000037252903,GT,L5
976,0.0016666667070239782,GT,L5
975,0.0033333334140479565,GT,L5
1002,1.0883333683013916,GT,L5
974,0.47833332419395447,GT,L5
1003,0.48500001430511475,GT,L5
1005,2.4533333778381348,GT,L5
1032,2.1033332347869873,GT,L5
1031,1.1549999713897705,GT,L5
1030,0.009999999776482582,GT,L5
1029,1.15666663646698,GT,L5
1028,0.009999999776482582,GT,L5
1027,0.018333332613110542,GT,L5
1026,0.20499999821186066,GT,L5
1025,0.3683333396911621,GT,L5
1024,1.0299999713897705,GT,L5
1023,0.273333340883255,GT,L5
1022,0.021666666492819786,GT,L5
1021,0.2266666740179062,GT,L5
1020,0.10833333432674408,GT,L5
1019,1.1150000095367432,GT,L5
1018,0.01666666753590107,GT,L5
1017,1.256666660308838,GT,L5
1016,0.019999999552965164,GT,L5
1015,0.011666666716337204,GT,L5
1014,0.4399999976158142,GT,L5
1013,0.013333333656191826,GT,L5
1012,0.21833333373069763,GT,L5
1011,0.03999999910593033,GT,L5
1010,0.7816666960716248,GT,L5
1009,0.0016666667070239782,GT,L5
1008,0.8333333134651184,GT,L5
1007,0.4883333444595337,GT,L5
1006,0.824999988079071,GT,L5
1004,0.5416666865348816,GT,L5
973,0.009999999776482582,GT,L5
972,0.17166666686534882,GT,L5
971,0.2199999988079071,GT,L5
938,0.06333333253860474,GT,L5
937,0.08666666597127914,GT,L5
936,2.434999942779541,GT,L5
935,0.22499999403953552,GT,L5
934,0.5833333134651184,GT,L5
933,0.03333333507180214,GT,L5
932,0.15666666626930237,GT,L5
931,0.07333333045244217,GT,L5
930,0.006666666828095913,GT,L5
929,0.9933333396911621,GT,L5
928,1.590000033378601,GT,L5
927,0.0016666667070239782,GT,L5
926,0.15666666626930237,GT,L5
925,0.09000000357627869,GT,L5
924,0.2750000059604645,GT,L5
923,0.6150000095367432,GT,L5
922,0.07833333313465118,GT,L5
921,0.12833333015441895,GT,L5
920,0.17666666209697723,GT,L5
919,0.273333340883255,GT,L5
918,0.008333333767950535,GT,L5
917,0.07833333313465118,GT,L5
916,0.44333332777023315,GT,L5
915,0.8183333277702332,GT,L5
914,0.10166666656732559,GT,L5
913,1.3633333444595337,GT,L5
912,0.9783333539962769,GT,L5
939,0.0,GT,L5
940,1.840000033378601,GT,L5
941,0.004999999888241291,GT,L5
942,0.036666665226221085,GT,L5
970,0.11666666716337204,GT,L5
969,0.014999999664723873,GT,L5
968,0.04333333298563957,GT,L5
967,0.029999999329447746,GT,L5
966,0.12333333492279053,GT,L5
965,0.18666666746139526,GT,L5
964,0.16333332657814026,GT,L5
963,0.02666666731238365,GT,L5
962,0.4566666781902313,GT,L5
961,0.2683333456516266,GT,L5
960,0.023333333432674408,GT,L5
959,0.08666666597127914,GT,L5
958,0.18333333730697632,GT,L5
1033,1.0700000524520874,GT,L5
957,0.013333333656191826,GT,L5
955,0.1066666692495346,GT,L5
954,0.004999999888241291,GT,L5
953,0.2666666805744171,GT,L5
952,0.0016666667070239782,GT,L5
951,0.1483333259820938,GT,L5
950,0.0016666667070239782,GT,L5
949,0.023333333432674408,GT,L5
948,0.476666659116745,GT,L5
947,0.0033333334140479565,GT,L5
946,0.1599999964237213,GT,L5
945,0.014999999664723873,GT,L5
944,0.07666666805744171,GT,L5
943,0.006666666828095913,GT,L5
956,0.004999999888241291,GT,L5
1158,0.6266666650772095,GT,L5
1034,0.14499999582767487,GT,L5
1036,0.2566666603088379,GT,L5
1125,0.006666666828095913,GT,L5
1124,0.1899999976158142,GT,L5
1123,1.2916666269302368,GT,L5
1122,0.11999999731779099,GT,L5
1121,1.8916666507720947,GT,L5
1120,0.02500000037252903,GT,L5
1119,0.21833333373069763,GT,L5
1118,0.12833333015441895,GT,L5
1117,1.693333387374878,GT,L5
1116,1.1699999570846558,GT,L5
1115,0.3499999940395355,GT,L5
1114,2.2716667652130127,GT,L5
1113,0.4283333420753479,GT,L5
1112,0.0,GT,L5
1111,0.014999999664723873,GT,L5
1110,0.006666666828095913,GT,L5
1109,0.20666666328907013,GT,L5
1108,1.659999966621399,GT,L5
1107,1.0383332967758179,GT,L5
1106,1.024999976158142,GT,L5
1105,0.004999999888241291,GT,L5
1104,0.20000000298023224,GT,L5
1103,1.8416666984558105,GT,L5
1102,0.2266666740179062,GT,L5
1101,0.04333333298563957,GT,L5
1100,0.0416666679084301,GT,L5
1099,0.06333333253860474,GT,L5
1126,1.2649999856948853,GT,L5
1098,1.0133333206176758,GT,L5
1127,0.8666666746139526,GT,L5
1129,0.2916666567325592,GT,L5
1156,2.003333330154419,GT,L5
1155,0.004999999888241291,GT,L5
1154,0.01666666753590107,GT,L5
1153,2.8983333110809326,GT,L5
1152,0.07333333045244217,GT,L5
910,0.28333333134651184,GT,L5
1150,5.12666654586792,GT,L5
1149,1.903333306312561,GT,L5
1148,0.05666666850447655,GT,L5
1147,0.038333334028720856,GT,L5
1146,0.008333333767950535,GT,L5
1145,0.0016666667070239782,GT,L5
1144,0.004999999888241291,GT,L5
1143,1.028333306312561,GT,L5
1142,0.2016666680574417,GT,L5
1141,0.0416666679084301,GT,L5
1140,0.0533333346247673,GT,L5
1139,1.53166663646698,GT,L5
1138,0.28999999165534973,GT,L5
1137,0.02666666731238365,GT,L5
1136,0.28833332657814026,GT,L5
1135,0.6933333277702332,GT,L5
1134,0.013333333656191826,GT,L5
1133,0.2683333456516266,GT,L5
1132,0.8916666507720947,GT,L5
1131,0.05999999865889549,GT,L5
1130,0.40666666626930237,GT,L5
1128,0.0033333334140479565,GT,L5
1097,0.28999999165534973,GT,L5
1096,0.0,GT,L5
1095,0.15333333611488342,GT,L5
1062,0.046666666865348816,GT,L5
1061,0.1850000023841858,GT,L5
1060,1.75,GT,L5
1059,0.8566666841506958,GT,L5
1058,0.011666666716337204,GT,L5
1057,0.0033333334140479565,GT,L5
1056,0.01666666753590107,GT,L5
1055,0.014999999664723873,GT,L5
1054,0.03166666626930237,GT,L5
1053,0.006666666828095913,GT,L5
1052,0.0033333334140479565,GT,L5
1051,1.1016666889190674,GT,L5
1050,0.05666666850447655,GT,L5
1049,0.1850000023841858,GT,L5
1048,1.068333387374878,GT,L5
1047,0.17166666686534882,GT,L5
1046,0.03999999910593033,GT,L5
1045,0.1316666603088379,GT,L5
1044,0.0,GT,L5
1043,0.7649999856948853,GT,L5
1042,0.23000000417232513,GT,L5
1041,0.11666666716337204,GT,L5
1040,1.8283333778381348,GT,L5
1039,0.013333333656191826,GT,L5
1038,0.04333333298563957,GT,L5
